,v_no,village,t_no,town,d_no,district,c_no,city
593,111,小白杨社区,659001004,老街街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
594,111,三小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
595,111,二十四小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
596,111,二十五小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
597,112,二十七小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
598,111,三十二小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
599,111,三十三小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
600,111,三十四小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
601,111,四十二小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
602,112,火车站小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
603,112,四小区社区居委会,659001003,红山街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
604,111,一小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
605,111,二十小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
606,111,二十一小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
607,111,二十二小区第一社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
608,111,二十二小区第二社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
609,111,二十三小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
610,111,二十九小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
611,111,三十一小区社区居委会,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
612,111,北子午路社区,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
613,111,龙岩社区,659001002,向阳街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
614,111,七小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
615,111,八小区第一社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
616,111,八小区第二社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
617,111,十四小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
618,111,十五小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
619,111,十六小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
620,111,十七小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
621,111,工二三小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
622,111,西公园小区社区居委会,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
623,123,南山石场社区,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
624,123,南山煤矿社区,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
625,112,材料厂社区,659001001,新城街道办事处,659001,石河子市,6590,自治区直辖县级行政区划
626,123,一八六团团部,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
627,123,一八六团一连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
628,220,一八六团二连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
629,220,一八六团三连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
630,220,一八六团四连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
631,123,一八六团五连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
632,220,一八六团六连,654326500,兵团一八六团,654326,吉木乃县,6543,阿勒泰地区
633,210,奥夏尔拜村委会,654326204,别斯铁热克乡,654326,吉木乃县,6543,阿勒泰地区
634,220,库早齐村委会,654326204,别斯铁热克乡,654326,吉木乃县,6543,阿勒泰地区
635,220,萨尔阿根村委会,654326204,别斯铁热克乡,654326,吉木乃县,6543,阿勒泰地区
636,220,加勒格孜喀拉尕依村委会,654326204,别斯铁热克乡,654326,吉木乃县,6543,阿勒泰地区
637,220,达冷海齐村委会,654326202,恰勒什海乡,654326,吉木乃县,6543,阿勒泰地区
638,210,阿克木尔扎村委会,654326202,恰勒什海乡,654326,吉木乃县,6543,阿勒泰地区
639,220,库尔加村委会,654326202,恰勒什海乡,654326,吉木乃县,6543,阿勒泰地区
640,220,章阿托干村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
641,220,塔斯特村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
642,210,托斯特村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
643,220,巴扎尔胡勒村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
644,220,阔依塔斯村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
645,220,喀拉乔克村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
646,220,阿克阔勒吐克村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
647,220,森塔斯村委会,654326201,托斯特乡,654326,吉木乃县,6543,阿勒泰地区
648,220,强德珠尔特村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
649,220,萨尔塔木村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
650,220,阔克托干木村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
651,220,喀拉苏村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
652,220,阿尔恰勒村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
653,121,播尔克塔勒村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
654,220,巴依古西克村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
655,220,阔克舍木村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
656,220,巴特巴克布拉克村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
657,220,阿克加尔村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
658,220,克孜勒加尔村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
659,220,齐阔尔加村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
660,220,吐尕力阿尕什村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
661,220,乌拉斯特村委会,654326103,乌拉斯特镇,654326,吉木乃县,6543,阿勒泰地区
662,121,喀尔交村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
663,220,喀拉吉拉村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
664,220,萨尔布拉克村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
665,220,阔克阔拉村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
666,220,布尔合斯太村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
667,220,克孜勒阔拉村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
668,220,萨帕克村委会,654326102,喀尔交镇,654326,吉木乃县,6543,阿勒泰地区
669,121,别勒阿热克村委会,654326101,吉木乃镇,654326,吉木乃县,6543,阿勒泰地区
670,220,夏尔合特村委会,654326101,吉木乃镇,654326,吉木乃县,6543,阿勒泰地区
671,220,萨尔乌楞村委会,654326101,吉木乃镇,654326,吉木乃县,6543,阿勒泰地区
672,220,托盘村委会,654326101,吉木乃镇,654326,吉木乃县,6543,阿勒泰地区
673,220,克孜勒阿德尔村委会,654326101,吉木乃镇,654326,吉木乃县,6543,阿勒泰地区
674,121,文明路居委会,654326100,托普铁热克镇,654326,吉木乃县,6543,阿勒泰地区
675,121,建设路居委会,654326100,托普铁热克镇,654326,吉木乃县,6543,阿勒泰地区
676,121,团结路居委会,654326100,托普铁热克镇,654326,吉木乃县,6543,阿勒泰地区
677,121,人民路居委会,654326100,托普铁热克镇,654326,吉木乃县,6543,阿勒泰地区
678,121,萨吾尔社区居委会,654326100,托普铁热克镇,654326,吉木乃县,6543,阿勒泰地区
679,220,阿尕什敖包村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
680,210,库伦托别村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
681,220,加热克努尔村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
682,220,唐巴玉孜尔村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
683,220,库木喀仁村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
684,220,夏尔克塔斯村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
685,220,阿克加尔村委会,654325204,阿尕什敖包乡,654325,青河县,6543,阿勒泰地区
686,220,加勒特尔塔斯村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
687,210,科克玉依村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
688,220,博塔莫音村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
689,220,江布塔斯村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
690,220,沙尔布拉克村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
691,220,克孜勒萨依村委会,654325203,查干郭勒乡,654325,青河县,6543,阿勒泰地区
692,220,萨尔托海村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
693,220,喀拉乔拉村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
694,220,克孜勒玉永克村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
695,220,萨尔喀仁村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
696,210,玉依塔斯村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
697,220,别斯铁热克村委会,654325202,萨尔托海乡,654325,青河县,6543,阿勒泰地区
698,220,乔夏村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
699,220,呼尔森村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
700,220,库尔迭宁村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
701,220,塔拉特村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
702,220,阔布村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
703,220,布鲁克村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
704,220,拉斯特村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
705,220,杜尔根村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
706,220,喀让格托海村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
707,220,肯莫依纳克村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
708,220,冬特村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
709,220,达巴特村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
710,220,布河坝村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
711,210,塔斯托别村委会,654325200,阿热勒乡,654325,青河县,6543,阿勒泰地区
712,220,克孜勒萨依村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
713,220,克孜勒希力克村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
714,220,煤矿村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
715,220,科克托别村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
716,220,阿亚克阿克哈仁村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
717,220,阔斯阿热勒村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
718,220,喀拉尕什村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
719,121,科克塔斯村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
720,220,沃巴特村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
721,220,巴斯克阿克哈仁村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
722,220,乔什喀吐别克村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
723,220,喀拉沃楞村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
724,220,喀依尔根村委会,654325102,阿热勒托别镇,654325,青河县,6543,阿勒泰地区
725,121,友好路居委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
726,121,迎宾路居委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
727,220,萨尔布拉克村委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
728,220,依希根村委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
729,220,阿克喀仁村委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
730,220,蒙其克村委会,654325101,塔克什肯镇,654325,青河县,6543,阿勒泰地区
731,121,团结东路居委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
732,121,文化南路居委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
733,121,友好南路居委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
734,121,文化北路居委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
735,121,民主北路居委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
736,122,阿克朗克村委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
737,122,菜队村委会,654325100,青河镇,654325,青河县,6543,阿勒泰地区
738,123,团部,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
739,220,一连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
740,220,二连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
741,220,三连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
742,220,四连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
743,220,五连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
744,220,六连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
745,220,七连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
746,220,八连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
747,220,九连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
748,220,十连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
749,123,十一连,654324500,兵团一八五团,654324,哈巴河县,6543,阿勒泰地区
750,210,铁热克提村委会,654324204,铁热克提乡,654324,哈巴河县,6543,阿勒泰地区
751,220,阿克哈巴南村委会,654324204,铁热克提乡,654324,哈巴河县,6543,阿勒泰地区
752,220,阿克哈巴北村委会,654324204,铁热克提乡,654324,哈巴河县,6543,阿勒泰地区
753,220,齐巴尔希力克村委会,654324204,铁热克提乡,654324,哈巴河县,6543,阿勒泰地区
754,220,阿克布拉克村委会,654324204,铁热克提乡,654324,哈巴河县,6543,阿勒泰地区
755,210,库勒拜村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
756,220,姜居勒克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
757,220,萨尔塔克太村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
758,220,库勒拜喀拉阔布村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
759,220,巴勒塔村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
760,220,喀拉希力克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
761,220,塔斯喀拉村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
762,220,喀尔乌特克勒村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
763,220,喀英德阿热勒村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
764,220,阿克加尔村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
765,220,库勒拜阔斯阿热勒村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
766,220,库勒拜阿克齐村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
767,220,喀拉布拉克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
768,220,铁热克提胡拉克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
769,220,吾什托别村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
770,220,托喀勒别依特村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
771,220,萨尔沃依村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
772,220,均塔斯塔克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
773,220,萨尔合亚克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
774,210,那勒村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
775,220,齐巴尔喀拉塔斯村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
776,220,阿勒尕村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
777,220,别斯库都克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
778,220,阿克阿热勒村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
779,220,喀拉乌泽克村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
780,220,四十一公里村委会,654324202,库勒拜乡,654324,哈巴河县,6543,阿勒泰地区
781,210,加依勒玛村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
782,210,巴特斯加依勒玛村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
783,220,玛依沙斛村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
784,220,阿克托别村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
785,220,切格斯加依勒玛村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
786,220,玉什库木村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
787,220,加依勒玛却限村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
788,220,克勒迭能村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
789,220,萨尔乎拉特村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
790,220,沃尔塔喀布尔尕塔勒村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
791,220,克尔达拉村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
792,220,博旦拜村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
793,220,喀拉阿尕什村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
794,220,托普阿尕什村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
795,220,阔克萨孜村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
796,220,阿克墩村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
797,220,塔木齐村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
798,220,喀拉铁热克村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
799,220,齐巴尔村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
800,220,萨亚铁热克村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
801,220,提尔明塔斯村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
802,220,齐巴尔玛依沙斛村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
803,220,塔勒德村委会,654324201,加依勒玛乡,654324,哈巴河县,6543,阿勒泰地区
804,210,萨尔塔木村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
805,220,萨尔塔木阿克托别村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
806,220,阔什喀尔拜村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
807,220,什坎齐村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
808,220,库尔米希村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
809,220,金巴村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
810,220,布孜塔勒村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
811,220,铁克吐尔玛斯村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
812,220,克依克拜村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
813,220,喀拉奥依村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
814,220,却限村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
815,220,萨尔乌楞村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
816,220,阔尔合热玛村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
817,220,塔依萦依干村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
818,220,喀布尔喀塔勒村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
819,220,马胡村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
820,220,马迪村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
821,220,萨尔塔木克孜勒喀克村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
822,220,阔克塔斯村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
823,220,吾尔达拜村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
824,220,阔克吐木苏克村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
825,220,塔斯乌特克勒村委会,654324200,萨尔塔木乡,654324,哈巴河县,6543,阿勒泰地区
826,220,姜阿乌增村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
827,220,阔克苏村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
828,220,阿依达尔乌英克村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
829,121,艾林阿克齐村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
830,220,喀拉塔勒村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
831,220,拜乔拉克村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
832,220,克孜勒加尔村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
833,220,齐巴尔克孜勒喀英村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
834,220,塔勒德村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
835,220,阔斯阿热勒村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
836,220,克孜勒喀英村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
837,220,希托别克村委会,654324102,齐巴尔镇,654324,哈巴河县,6543,阿勒泰地区
838,220,萨尔布拉克村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
839,220,喀拉阔布村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
840,220,吐勒克勒村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
841,220,阔斯阿尕什村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
842,220,托布勒格吐别克村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
843,220,阔克塔斯村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
844,220,别列则克村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
845,220,科克托海村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
846,220,加郎阿什村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
847,220,玉什阿夏村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
848,220,喀拉翁格尔村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
849,220,阔克阿尕什村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
850,220,克孜勒喀克村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
851,220,喀拉加勒村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
852,220,加勒格孜阿尕什村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
853,220,阿克塔木村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
854,121,塔依什拜村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
855,220,喀拉阿尕什村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
856,220,喀拉塔斯村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
857,220,克孜勒珠勒都孜村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
858,220,农科村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
859,220,阿勒喀别克村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
860,220,库勒拜吐勒克勒村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
861,220,阿萨村委会,654324101,萨尔布拉克镇,654324,哈巴河县,6543,阿勒泰地区
862,121,民主东路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
863,121,民主中路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
864,121,民主西路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
865,122,解放中路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
866,121,解放西路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
867,121,长白山居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
868,121,建业东路居委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
869,122,阿克齐村委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
870,122,坎门尔村委会,654324100,阿克齐镇,654324,哈巴河县,6543,阿勒泰地区
871,123,团部,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
872,220,一连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
873,220,二连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
874,220,三连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
875,220,四连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
876,220,五连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
877,220,六连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
878,220,七连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
879,220,八连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
880,220,九连,654323503,兵团一八八团,654323,福海县,6543,阿勒泰地区
